train_label, mse, rmse, mae, r2
MLPRegressor_22,13.30547,3.64767,2.73480,0.85981
MLPRegressor_23,26.15505,5.11420,4.02477,0.71444
MLPRegressor_24,23.33064,4.83018,3.82152,0.75295
MLPRegressor_25,18.93829,4.35181,3.52886,0.78584
MLPRegressor_26,14.74043,3.83933,3.03290,0.83370
MLPRegressor_27,19.38401,4.40273,3.44387,0.77633
MLPRegressor_28,19.05254,4.36492,3.42701,0.81579
MLPRegressor_29,16.50133,4.06218,3.02783,0.82957
MLPRegressor_30,14.50041,3.80794,2.85657,0.83959
MLPRegressor_31,26.26468,5.12491,4.08226,0.71231
MLPRegressor_32,20.39747,4.51636,3.55285,0.77975
MLPRegressor_33,21.92325,4.68223,3.59566,0.75382
MLPRegressor_34,18.20159,4.26633,3.39911,0.80196
MLPRegressor_35,16.94283,4.11617,2.96740,0.84380
MLPRegressor_36,20.02034,4.47441,3.53096,0.79854
MLPRegressor_37,26.11524,5.11031,4.04768,0.71311
MLPRegressor_38,23.79710,4.87823,3.91413,0.73149
MLPRegressor_39,21.60486,4.64810,3.67494,0.76747
MLPRegressor_40,26.27127,5.12555,4.02565,0.70531
MLPRegressor_41,22.71893,4.76644,3.66744,0.76612
MLPRegressor_42,22.15559,4.70697,3.74101,0.75743
MLPRegressor_43,24.13897,4.91314,3.90261,0.75094
MLPRegressor_44,19.23241,4.38548,3.47774,0.80107
MLPRegressor_45,22.08751,4.69973,3.67499,0.75696
MLPRegressor_46,21.84300,4.67365,3.55154,0.78310
MLPRegressor_47,14.80981,3.84835,2.96912,0.83366
MLPRegressor_48,23.67641,4.86584,3.88931,0.75733
MLPRegressor_49,27.78776,5.27141,4.27239,0.69806
MLPRegressor_50,19.17151,4.37853,3.34356,0.78530
MLPRegressor_51,21.81730,4.67090,3.59750,0.77667
MLPRegressor_52,26.92380,5.18882,4.03359,0.71873
MLPRegressor_53,16.39155,4.04865,3.21115,0.83310
MLPRegressor_54,23.56214,4.85408,3.76312,0.77139
MLPRegressor_55,20.14947,4.48882,3.45761,0.79059
MLPRegressor_56,23.57264,4.85517,3.94000,0.73824
MLPRegressor_57,14.39180,3.79365,3.03663,0.85018
MLPRegressor_58,15.39916,3.92418,3.02897,0.83615
MLPRegressor_59,22.71480,4.76601,3.81993,0.77129
MLPRegressor_60,20.22354,4.49706,3.33332,0.79011
MLPRegressor_61,29.52424,5.43362,4.27934,0.70383
MLPRegressor_62,16.03673,4.00459,3.18551,0.81441
MLPRegressor_63,21.28259,4.61331,3.64590,0.77711
MLPRegressor_64,21.05335,4.58839,3.50646,0.75702
MLPRegressor_65,20.20787,4.49532,3.53369,0.80183
MLPRegressor_66,18.10723,4.25526,3.31767,0.81174
MLPRegressor_67,34.93005,5.91016,4.63284,0.65906
MLPRegressor_68,19.72662,4.44147,3.45123,0.76441
MLPRegressor_69,17.86084,4.22621,3.17881,0.80198
MLPRegressor_70,21.84518,4.67388,3.57354,0.76440
MLPRegressor_71,14.98881,3.87154,3.04295,0.83830
MLPRegressor_72,14.78205,3.84474,2.99811,0.83537
MLPRegressor_73,23.57976,4.85590,3.71597,0.77924
MLPRegressor_74,33.97805,5.82907,4.63100,0.63734
MLPRegressor_75,29.09054,5.39356,4.26696,0.67992
MLPRegressor_76,23.61917,4.85996,3.69744,0.76128
MLPRegressor_77,21.79046,4.66803,3.60625,0.77643
MLPRegressor_78,20.38448,4.51492,3.51426,0.77736
MLPRegressor_79,18.60950,4.31387,3.12404,0.80091
MLPRegressor_80,16.18484,4.02304,3.02033,0.84331
MLPRegressor_81,20.36929,4.51324,3.45732,0.78857
MLPRegressor_82,26.35811,5.13401,3.92137,0.70860
MLPRegressor_83,19.03294,4.36268,3.42310,0.80254
MLPRegressor_84,15.20271,3.89907,3.04385,0.83006
MLPRegressor_85,24.33575,4.93313,3.77559,0.75265
MLPRegressor_86,31.05851,5.57302,4.23832,0.70858
MLPRegressor_87,14.61434,3.82287,2.96059,0.85054
MLPRegressor_88,25.07194,5.00719,3.89556,0.73696
MLPRegressor_89,18.17654,4.26340,3.24092,0.81848
MLPRegressor_90,20.48678,4.52623,3.60449,0.77756
MLPRegressor_91,17.81169,4.22039,3.20743,0.81376
MLPRegressor_92,21.97468,4.68772,3.81592,0.76261
MLPRegressor_93,23.34962,4.83214,3.58024,0.75291
MLPRegressor_94,18.20723,4.26699,3.16583,0.81702
MLPRegressor_95,17.91595,4.23272,3.34422,0.78883
MLPRegressor_96,15.37655,3.92129,2.94330,0.84096
MLPRegressor_97,34.27939,5.85486,4.53483,0.63946
MLPRegressor_98,28.86286,5.37242,4.21538,0.68535
MLPRegressor_99,23.97649,4.89658,3.63123,0.77671
RandomForestRegressor_0,1.88322,1.37230,0.69615,0.97763
RandomForestRegressor_1,2.01550,1.41968,0.75476,0.97869
RandomForestRegressor_2,1.44391,1.20163,0.61525,0.98461
RandomForestRegressor_3,1.68896,1.29960,0.61645,0.98287
RandomForestRegressor_4,1.57659,1.25562,0.65454,0.98177
RandomForestRegressor_5,1.97923,1.40685,0.71984,0.97852
RandomForestRegressor_6,1.47710,1.21536,0.67307,0.98303
RandomForestRegressor_7,1.87830,1.37051,0.73620,0.97744
RandomForestRegressor_8,2.06401,1.43667,0.75627,0.97919
RandomForestRegressor_9,2.50449,1.58256,0.83218,0.97064
RandomForestRegressor_10,1.85586,1.36230,0.73045,0.98054
RandomForestRegressor_11,1.87408,1.36897,0.71207,0.97908
RandomForestRegressor_12,1.46992,1.21240,0.69645,0.98640
RandomForestRegressor_13,1.56568,1.25127,0.70328,0.98182
RandomForestRegressor_14,1.88390,1.37255,0.74305,0.97972
RandomForestRegressor_15,2.10717,1.45161,0.72513,0.97755
RandomForestRegressor_16,1.54878,1.24450,0.67261,0.98275
RandomForestRegressor_17,1.73814,1.31839,0.68705,0.98125
RandomForestRegressor_18,2.21098,1.48694,0.79670,0.97351
RandomForestRegressor_19,1.91718,1.38462,0.68837,0.97798
RandomForestRegressor_20,1.99518,1.41251,0.74424,0.97876
RandomForestRegressor_21,2.00684,1.41663,0.74405,0.97385
RandomForestRegressor_22,2.00379,1.41555,0.72257,0.97700
RandomForestRegressor_23,2.32594,1.52510,0.78620,0.97346
RandomForestRegressor_24,1.34740,1.16078,0.59550,0.98507
RandomForestRegressor_25,1.39311,1.18030,0.61288,0.98328
RandomForestRegressor_26,2.08983,1.44563,0.73541,0.97451
RandomForestRegressor_27,1.75126,1.32335,0.69770,0.97913
RandomForestRegressor_28,2.12925,1.45920,0.77752,0.97874
RandomForestRegressor_29,1.79341,1.33918,0.69863,0.98030
RandomForestRegressor_30,1.74772,1.32201,0.66043,0.97968
RandomForestRegressor_31,1.58030,1.25710,0.64747,0.98186
RandomForestRegressor_32,2.00494,1.41596,0.70873,0.97701
RandomForestRegressor_33,1.79341,1.33918,0.66649,0.97954
RandomForestRegressor_34,1.72862,1.31477,0.66350,0.97968
RandomForestRegressor_35,2.61477,1.61703,0.83708,0.97551
RandomForestRegressor_36,1.92104,1.38602,0.70530,0.97985
RandomForestRegressor_37,2.07010,1.43878,0.76560,0.97694
RandomForestRegressor_38,1.79465,1.33964,0.74778,0.97891
RandomForestRegressor_39,2.07024,1.43883,0.74607,0.97714
RandomForestRegressor_40,2.07865,1.44175,0.77018,0.97489
RandomForestRegressor_41,2.52922,1.59035,0.82929,0.97250
RandomForestRegressor_42,1.69259,1.30100,0.68141,0.98054
RandomForestRegressor_43,1.99992,1.41419,0.74070,0.97841
RandomForestRegressor_44,1.81963,1.34894,0.76941,0.98007
RandomForestRegressor_45,2.36444,1.53767,0.80294,0.97237
RandomForestRegressor_46,1.96493,1.40176,0.73729,0.97969
RandomForestRegressor_47,1.86370,1.36517,0.67335,0.97838
RandomForestRegressor_48,1.87396,1.36893,0.76163,0.98001
RandomForestRegressor_49,1.52298,1.23409,0.64364,0.98239
RandomForestRegressor_50,1.79357,1.33924,0.65203,0.97905
RandomForestRegressor_51,2.15643,1.46848,0.74020,0.97697
RandomForestRegressor_52,1.78633,1.33654,0.69069,0.98067
RandomForestRegressor_53,1.75331,1.32412,0.74691,0.98089
RandomForestRegressor_54,1.76941,1.33019,0.72387,0.98211
RandomForestRegressor_55,2.53678,1.59273,0.84083,0.97188
RandomForestRegressor_56,2.10562,1.45108,0.75583,0.97457
RandomForestRegressor_57,1.93215,1.39002,0.68012,0.97876
RandomForestRegressor_58,1.97685,1.40601,0.72873,0.97781
RandomForestRegressor_59,2.25575,1.50192,0.81039,0.97612
RandomForestRegressor_60,2.39055,1.54614,0.74352,0.97300
RandomForestRegressor_61,2.16567,1.47162,0.75094,0.97697
