train_label, mse, rmse, mae, r2
RandomForestRegressor_8,2.80134,1.67372,0.85738,0.96981
RandomForestRegressor_9,2.01862,1.42078,0.75231,0.97548
RandomForestRegressor_10,2.75292,1.65919,0.86921,0.97011
RandomForestRegressor_11,1.34830,1.16116,0.60118,0.98406
RandomForestRegressor_12,2.00072,1.41447,0.75032,0.97800
RandomForestRegressor_13,2.15340,1.46745,0.76272,0.97673
RandomForestRegressor_14,1.60769,1.26795,0.62553,0.98077
RandomForestRegressor_15,2.20112,1.48362,0.84467,0.97509
RandomForestRegressor_16,1.96062,1.40022,0.70550,0.97882
RandomForestRegressor_17,1.94500,1.39463,0.72890,0.97751
RandomForestRegressor_18,2.07507,1.44051,0.73072,0.97433
RandomForestRegressor_19,1.78112,1.33458,0.70696,0.98027
RandomForestRegressor_20,2.06746,1.43787,0.76562,0.97586
RandomForestRegressor_21,2.85778,1.69050,0.86311,0.97024
RandomForestRegressor_22,2.16378,1.47098,0.77525,0.97688
RandomForestRegressor_23,2.60223,1.61314,0.83588,0.97188
RandomForestRegressor_24,2.06348,1.43648,0.78978,0.97725
RandomForestRegressor_25,2.45047,1.56540,0.78671,0.97507
RandomForestRegressor_26,2.11408,1.45399,0.74501,0.97732
RandomForestRegressor_27,1.96191,1.40068,0.77378,0.97864
RandomForestRegressor_28,2.15054,1.46647,0.76602,0.97596
RandomForestRegressor_29,2.15556,1.46818,0.77882,0.97466
RandomForestRegressor_30,2.14831,1.46571,0.77715,0.97559
RandomForestRegressor_31,1.91453,1.38367,0.66208,0.97960
RandomForestRegressor_32,2.54777,1.59617,0.80250,0.96975
RandomForestRegressor_33,2.47398,1.57289,0.86199,0.96944
RandomForestRegressor_34,1.96672,1.40240,0.71004,0.97607
RandomForestRegressor_35,2.77828,1.66682,0.84402,0.97323
RandomForestRegressor_36,1.95010,1.39646,0.75250,0.97564
RandomForestRegressor_37,2.62912,1.62146,0.86428,0.97473
RandomForestRegressor_38,2.84290,1.68609,0.87421,0.96838
RandomForestRegressor_39,1.64736,1.28350,0.63368,0.98265
RandomForestRegressor_40,1.65923,1.28811,0.68009,0.98125
RandomForestRegressor_41,1.98229,1.40794,0.72675,0.97886
RandomForestRegressor_42,1.90097,1.37876,0.77022,0.97979
RandomForestRegressor_43,2.40986,1.55237,0.84253,0.97121
RandomForestRegressor_44,1.94991,1.39639,0.71175,0.98091
RandomForestRegressor_45,2.40434,1.55059,0.84286,0.97418
RandomForestRegressor_46,2.64045,1.62495,0.83187,0.97221
RandomForestRegressor_47,2.89568,1.70167,0.90610,0.97034
RandomForestRegressor_48,2.18123,1.47690,0.73125,0.97531
RandomForestRegressor_49,2.24913,1.49971,0.81038,0.97705
RandomForestRegressor_50,1.73642,1.31773,0.74804,0.97812
RandomForestRegressor_51,2.07643,1.44098,0.77715,0.97640
RandomForestRegressor_52,2.29639,1.51538,0.81878,0.97449
RandomForestRegressor_53,2.55148,1.59733,0.79276,0.97479
RandomForestRegressor_54,2.32374,1.52438,0.81536,0.97300
RandomForestRegressor_55,1.93950,1.39266,0.77821,0.97784
RandomForestRegressor_56,2.11209,1.45330,0.72437,0.97612
